ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,date
110069,66,67,66,65,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,27,22.09,22.74,2024-05-07
110093,72,70,72,70,€0,€182.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,8,28,27.18,25.43,2024-05-07
110321,67,67,67,67,€0,€17M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,28.45,25.96,2024-05-07
110395,71,72,72,70,€0,€54.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,28,26.64,25.25,2024-05-07
110500,67,67,67,68,€0,€9.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,25.73,25.4,2024-05-07
110597,64,64,64,63,€0,€3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,28.64,26.5,2024-05-07
110691,63,63,63,62,€0,€4.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,21.91,21.86,2024-05-07
110832,73,76,73,72,€0,€50M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,33,26.27,25.55,2024-05-07
110975,69,69,68,69,€0,€36.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,26,27.0,25.12,2024-05-07
110981,70,73,71,67,€0,€35.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,29,28.64,26.83,2024-05-07
111010,70,70,68,69,€0,€30M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,28,27.64,25.29,2024-05-07
111019,71,72,72,69,€0,€16.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,6,26,25.09,23.77,2024-05-07
111083,64,64,63,64,€0,€3.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,27.0,26.04,2024-05-07
111326,67,69,66,65,€0,€25.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,25,22.18,22.52,2024-05-07
111659,66,67,66,65,€0,€16M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,22.36,23.37,2024-05-07
111708,68,67,70,66,€0,€10M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,26,24.27,23.73,2024-05-07
111710,70,70,68,68,€0,€18.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,28,25.09,25.14,2024-05-07
111724,68,76,67,67,€0,€10.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,28,29.0,28.36,2024-05-07
111766,64,67,63,63,€0,€5.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,23,25.82,23.43,2024-05-07
111774,63,64,63,65,€0,€6.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,2,27,27.09,25.67,2024-05-07
111817,68,68,68,67,€0,€38M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,29,25.64,24.45,2024-05-07
111928,70,72,70,69,€0,€240M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,30,27.0,25.2,2024-05-07
112134,70,71,69,70,€0,€266M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,3,27,25.64,23.93,2024-05-07
112168,68,69,68,67,€0,€9.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,26.55,24.65,2024-05-07
112222,61,60,61,61,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,27,27.27,25.74,2024-05-07
112390,68,69,70,63,€0,€18M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,29,28.36,26.72,2024-05-07
112472,74,74,73,75,€0,€18M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,20,27.36,27.8,2024-05-07
112494,67,69,67,67,€0,€14M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,26,31.0,26.73,2024-05-07
112499,66,65,66,66,€0,€5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,26.36,25.47,2024-05-07
112513,70,74,70,69,€0,€5.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,25.45,25.15,2024-05-07
112540,68,71,68,67,€0,€22.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,28,30.0,27.96,2024-05-07
112670,72,72,68,69,€0,€20M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,24.45,24.54,2024-05-07
112791,67,68,65,65,€0,€20M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,27,26.0,24.81,2024-05-07
113058,66,61,67,65,€0,€11.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,29.55,27.2,2024-05-07
113060,66,71,66,65,€0,€6.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,29,29.18,26.41,2024-05-07
113149,70,67,74,68,€0,€226.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,26,26.0,24.77,2024-05-07
113222,66,67,67,63,€0,€6.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,29,27.09,26.28,2024-05-07
4,67,67,65,67,€0,€6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,25.55,24.61,2024-05-07
27,68,68,67,67,€0,€12.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,27.45,25.3,2024-05-07
83,64,63,63,63,€0,€4.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,27,25.0,24.19,2024-05-07
91,67,68,67,66,€0,€10M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,27.64,27.07,2024-05-07
142,62,63,62,61,€0,€2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,25.45,25.79,2024-05-07
143,64,64,64,63,€0,€3.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.45,24.57,2024-05-07
159,64,65,64,63,€0,€16M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,24.91,22.71,2024-05-07
190,67,67,68,67,€0,€30M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,27,27.0,24.26,2024-05-07
244,70,69,70,70,€0,€7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,30,24.73,25.03,2024-05-07
260,70,71,70,69,€0,€7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,27.55,26.3,2024-05-07
300,66,68,65,64,€0,€10.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,26,24.27,23.58,2024-05-07
322,66,64,67,63,€0,€21M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,4,28,25.64,24.0,2024-05-07
393,74,75,74,73,€0,€80M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,4,28,27.0,26.89,2024-05-07
417,68,72,68,67,€0,€21M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,26,27.55,24.58,2024-05-07
450,76,79,76,74,€0,€110M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,4,33,26.73,24.61,2024-05-07
462,71,72,72,70,€0,€11M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,30,26.82,24.83,2024-05-07
489,69,70,70,68,€0,€5.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,27.82,27.07,2024-05-07
492,66,66,66,67,€0,€9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,29,26.09,24.79,2024-05-07
506,64,66,64,64,€0,€9.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,27,27.27,23.93,2024-05-07
518,69,70,69,69,€0,€5.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,27.64,25.92,2024-05-07
580,67,69,67,67,€0,€7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,24.82,26.18,2024-05-07
634,69,68,69,70,€0,€18M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,26,27.09,25.0,2024-05-07
645,65,67,65,65,€0,€13.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,24.64,21.53,2024-05-07
689,68,71,69,67,€0,€261M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,27,23.64,22.33,2024-05-07
691,69,69,71,69,€0,€220.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,28,27.27,26.18,2024-05-07
693,68,76,68,68,€0,€285.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,27,24.82,25.59,2024-05-07
897,68,67,69,67,€0,€34M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,24.55,23.71,2024-05-07
1043,76,77,76,75,€0,€364.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,20,28.82,29.0,2024-05-07
1048,74,71,74,75,€0,€35M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,6,20,28.09,27.8,2024-05-07
1356,72,70,72,71,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,26,26.45,26.27,2024-05-07
1364,78,75,78,77,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,23,26.09,25.74,2024-05-07
1377,79,79,79,78,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,23,30.91,31.3,2024-05-07
1413,69,70,68,67,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,3,23,28.73,28.7,2024-05-07
1516,70,69,69,71,€0,€42.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,26,25.0,24.85,2024-05-07
112552,66,68,65,66,€0,€14M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,25.91,25.0,2024-05-07
112572,65,67,66,63,€0,€7.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,26.73,26.27,2024-05-07
112578,69,70,70,69,€0,€19M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,26.64,25.33,2024-05-07
112584,68,69,70,63,€0,€15M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,26,26.0,24.65,2024-05-07
112585,68,69,68,69,€0,€17.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,18,34.27,31.89,2024-05-07
112671,66,62,64,65,€0,€14.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,4,30,25.18,25.77,2024-05-07
112695,65,66,65,64,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,24.09,22.82,2024-05-07
112713,68,68,67,67,€0,€5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,27.27,26.0,2024-05-07
112744,70,70,71,71,€0,€18M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,18,29.55,30.33,2024-05-07
112853,65,67,64,65,€0,€7.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,25.64,23.5,2024-05-07
112965,66,67,64,63,€0,€7.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,22.64,23.11,2024-05-07
113044,67,67,65,68,€0,€6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,24.64,24.14,2024-05-07
113057,67,75,67,65,€0,€13.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,30,30.18,26.17,2024-05-07
113142,69,70,70,67,€0,€36.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,28.18,25.96,2024-05-07
113182,64,64,64,64,€0,€3.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,29.18,26.36,2024-05-07
113217,67,65,69,66,€0,€11.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,27,28.82,27.81,2024-05-07
113298,62,62,62,61,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,27,29.45,26.85,2024-05-07
113742,64,64,63,64,€0,€9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,26.73,26.0,2024-05-07
113892,62,62,63,63,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,21,27.27,25.14,2024-05-07
114004,64,68,65,63,€0,€3.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,25,26.45,25.2,2024-05-07
114393,62,62,62,62,€0,€3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,26,26.36,25.73,2024-05-07
114640,68,67,70,66,€0,€190M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,26.45,24.47,2024-05-07
115201,64,65,65,63,€0,€8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,24.64,24.32,2024-05-07
115716,65,65,66,64,€0,€3.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,25,28.09,24.68,2024-05-07
116295,66,67,64,65,€0,€9.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,26.45,26.77,2024-05-07
116323,64,63,64,62,€0,€8.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,28.36,27.13,2024-05-07
101100,70,70,68,70,€0,€47.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,28,27.64,25.11,2024-05-07
101103,70,70,70,70,€0,€32M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,26,25.91,24.73,2024-05-07
101109,67,67,66,67,€0,€17.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,27,26.27,22.3,2024-05-07
101112,69,73,68,68,€0,€193.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,25,26.0,25.32,2024-05-07
101116,66,69,64,67,€600K,€0,Balanced,Normal,Normal,Free form,Normal,Normal,Press,Medium,Normal,Cover,12,7,30,27.64,25.57,2024-05-07
110066,68,68,68,67,€1.3M,€2.5M,Fast,Normal,Risky,Organised,Lots,Lots,Contain,Deep,Normal,Cover,1,1,24,26.82,26.38,2024-05-07
110081,70,66,69,73,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,26,27.73,25.88,2024-05-07
110178,65,65,66,65,€0,€10.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,25.64,24.75,2024-05-07
110313,61,57,61,60,€0,€3.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,22.91,23.04,2024-05-07
110394,66,63,67,66,€0,€7.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,3,19,28.27,27.68,2024-05-07
110404,68,69,66,68,€0,€15.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,28,27.0,24.75,2024-05-07
110456,65,64,64,65,€0,€21M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,25.27,22.6,2024-05-07
110482,64,63,65,64,€0,€4.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,25.73,24.96,2024-05-07
110501,64,64,64,64,€0,€2.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,24.64,23.61,2024-05-07
110502,71,70,71,70,€0,€50M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,32,26.27,25.53,2024-05-07
110532,64,69,64,64,€0,€3.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,25.18,24.96,2024-05-07
110580,72,71,71,71,€0,€30M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,28,28.0,26.11,2024-05-07
110588,68,68,69,68,€0,€9.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.0,24.46,2024-05-07
110679,63,65,64,61,€4M,€15M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,21.55,20.54,2024-05-07
110704,69,68,70,68,€1.6M,€2.8M,Balanced,Normal,Normal,Free form,Normal,Normal,Press,High,Normal,Cover,2,1,30,20.73,19.5,2024-05-07
110724,69,71,68,68,€0,€33M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,28,25.73,24.07,2024-05-07
110740,67,65,66,66,€0,€5.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,25.64,25.17,2024-05-07
110747,65,65,66,65,€0,€6.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,3,28,27.18,25.71,2024-05-07
110749,66,66,66,65,€0,€6.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,3,26,25.82,25.0,2024-05-07
110751,65,67,65,65,€0,€2.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,28.91,25.64,2024-05-07
110765,67,67,70,66,€0,€11.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,28,29.27,27.96,2024-05-07
110781,73,71,73,72,€4.1M,€35M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,4,25,27.73,26.88,2024-05-07
110799,60,62,60,60,€0,€2.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.64,26.29,2024-05-07
110816,67,68,68,66,€0,€7.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,25,27.0,26.08,2024-05-07
110831,66,66,66,66,€0,€2.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,27.91,25.73,2024-05-07
110902,67,67,68,66,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,21.18,20.73,2024-05-07
110989,65,64,65,65,€0,€13M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,30,24.27,21.7,2024-05-07
110998,67,67,67,66,€0,€16.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,30,28.64,24.17,2024-05-07
111008,71,71,68,70,€0,€45.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,30,28.73,28.6,2024-05-07
111011,69,70,69,68,€0,€17M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,18,31.0,32.11,2024-05-07
111085,63,61,64,63,€0,€3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,26.18,24.75,2024-05-07
111108,72,71,73,71,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,3,23,28.09,26.52,2024-05-07
111138,68,69,69,63,€0,€250M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,26.36,24.89,2024-05-07
111235,72,74,72,72,€0,€34.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,25.36,25.29,2024-05-07
111239,65,66,65,65,€0,€12.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,25.45,24.11,2024-05-07
111276,65,69,64,65,€0,€13M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,24.27,25.17,2024-05-07
111327,66,68,67,65,€0,€10M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,28,24.45,23.46,2024-05-07
111339,69,69,68,68,€0,€20.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,27,27.36,25.26,2024-05-07
111380,66,65,66,65,€0,€15.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,27,23.91,23.37,2024-05-07
111393,63,66,64,62,€0,€8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,27.45,23.68,2024-05-07
111395,64,63,65,63,€0,€11M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,28,26.36,24.71,2024-05-07
111400,64,63,66,62,€0,€12.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,27,26.27,22.93,2024-05-07
111459,75,74,76,73,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,23,28.64,25.87,2024-05-07
111678,71,71,72,70,€7.2M,€34M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,28,27.45,24.18,2024-05-07
111706,70,69,70,71,€0,€22M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,25.0,23.36,2024-05-07
111711,70,70,70,68,€0,€18.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,2,28,26.91,25.93,2024-05-07
111715,67,67,68,64,€0,€12M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,28,23.64,22.79,2024-05-07
111822,67,67,66,68,€0,€15M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,28,24.55,23.75,2024-05-07
111993,67,66,67,66,€0,€14.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,27.45,24.82,2024-05-07
112026,67,68,67,68,€0,€32M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,28.45,26.43,2024-05-07
112110,63,63,61,61,€350K,€0,Balanced,Normal,Normal,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,1,28,26.0,25.5,2024-05-07
112218,76,79,76,75,€16.8M,€180M,Balanced,Normal,Normal,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,6,30,26.55,24.63,2024-05-07
112254,61,62,60,59,€0,€2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,25.0,23.43,2024-05-07
112393,68,69,71,63,€0,€32.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,4,30,27.0,24.6,2024-05-07
112427,66,69,65,63,€0,€6.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,28,26.18,24.71,2024-05-07
1028,70,73,72,69,€4.9M,€40M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,5,27,27.91,25.59,2024-05-07
1039,74,74,72,76,€0,€77M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,20,28.45,28.2,2024-05-07
1053,73,74,73,72,€0,€40M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,8,20,29.91,28.8,2024-05-07
1322,78,78,78,79,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,26,27.09,26.92,2024-05-07
1330,75,74,75,75,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,26,25.45,25.62,2024-05-07
1334,71,70,71,67,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,3,26,28.73,26.5,2024-05-07
1363,77,82,76,74,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,26,26.64,26.85,2024-05-07
1366,77,81,77,74,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,26,24.27,26.23,2024-05-07
1367,73,74,72,74,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,26,26.09,26.5,2024-05-07
1415,71,70,71,70,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,23,27.91,26.04,2024-05-07
1438,69,69,68,69,€0,€8.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,27,24.36,24.96,2024-05-07
1443,66,63,64,65,€0,€8.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,22.09,22.29,2024-05-07
1477,69,71,68,69,€0,€20M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,28,27.09,26.93,2024-05-07
1480,63,62,64,62,€0,€2.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,24.09,24.54,2024-05-07
1571,52,52,52,52,€525K,€975K,Balanced,Normal,Normal,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,1,19,22.55,20.95,2024-05-07
1598,71,71,70,71,€3.6M,€20M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,20,24.27,25.8,2024-05-07
1629,71,72,71,71,€0,€45M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,8,20,26.64,27.8,2024-05-07
1667,78,79,77,77,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,33,29.27,26.76,2024-05-07
1704,67,67,67,65,€0,€6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,26.82,24.93,2024-05-07
1713,65,66,66,64,€0,€11.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.36,25.04,2024-05-07
1802,63,62,63,64,€0,€2.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,25,26.82,25.44,2024-05-07
